																
CAMPANA ÓPTIMA BÁSICA MURAL	ANCHO		FONDO 800				FONDO 1000				FONDO 1200					
		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO				
2 x 9/9 1/2 cv	3200	6	CEIVMM9123280	4.535,46 €			CEIVMM9123210	4.747,92 €			CEIVMM9123212	5.263,49 €			CEIVMM9123214	5.588,77 €
2 x 9/9 3/4 cv	3200	6	CEIVMM9343280	4.601,46 €			CEIVMM9343210	4.813,92 €			CEIVMM9343212	5.329,49 €			CEIVMM9343214	5.654,77 €
2 x 9/9 1/2 cv	3400	6	CEIVMM9123480	4.672,63 €			CEIVMM9123410	4.821,84 €			CEIVMM9123412	5.447,95 €			CEIVMM9123414	5.777,30 €
2 x 9/9 3/4 cv	3400	6	CEIVMM9343480	4.738,63 €			CEIVMM9343410	4.887,84 €			CEIVMM9343412	5.513,95 €			CEIVMM9343414	5.843,30 €
2 x 9/9 1/2 cv	3500	7	CEIVMM9123580	4.742,64 €			CEIVMM9123510	5.076,71 €			CEIVMM9123512	5.491,31 €			CEIVMM9123514	5.851,12 €
2 x 9/9 3/4 cv	3500	7	CEIVMM9343580	4.808,64 €			CEIVMM9343510	5.142,71 €			CEIVMM9343512	5.557,31 €			CEIVMM9343514	5.917,12 €
2 x 9/9 1/2 cv	3600	6	CEIVMM9123680	5.222,39 €			CEIVMM9123610	5.503,94 €			CEIVMM9123612	5.967,34 €			CEIVMM9123614	6.307,41 €
2 x 9/9 3/4 cv	3600	6	CEIVMM9343680	5.288,39 €			CEIVMM9343610	5.569,94 €			CEIVMM9343612	6.033,34 €			CEIVMM9343614	6.373,41 €
2 x 9/9 1/2 cv	3700	7	CEIVMM9123780	4.879,81 €			CEIVMM9123710	5.150,63 €			CEIVMM9123712	5.675,77 €			CEIVMM9123714	6.039,66 €
2 x 9/9 3/4 cv	3700	7	CEIVMM9343780	4.945,81 €			CEIVMM9343710	5.216,63 €			CEIVMM9343712	5.741,77 €			CEIVMM9343714	6.105,66 €
2 x 9/9 1/2 cv	3900	7	CEIVMM9123980	4.988,80 €			CEIVMM9123910	5.254,42 €			CEIVMM9123912	5.797,71 €			CEIVMM9123914	6.152,85 €
2 x 9/9 3/4 cv	3900	7	CEIVMM9343980	5.054,80 €			CEIVMM9343910	5.320,42 €			CEIVMM9343912	5.863,71 €			CEIVMM9343914	6.218,85 €
2 x 9/9 1/2 cv	4000	8	CEIVMM9124080	5.087,00 €			CEIVMM9124010	5.479,42 €			CEIVMM9124012	5.903,59 €			CEIVMM9124014	6.302,01 €
2 x 9/9 3/4 cv	4000	8	CEIVMM9344080	5.153,00 €			CEIVMM9344010	5.545,42 €			CEIVMM9344012	5.969,59 €			CEIVMM9344014	6.368,01 €
																
CAMPANA INVERTIDA MONOBLOCK 400º/2H	ANCHO		FONDO 800				FONDO 1000				FONDO 1200				FONDO 1400	
MOTOR		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO
9/9 3/4 cv 400º/2h	1000	2	CEIVM4M1080	3.015,07 €			CEIVM4M1010	3.116,50 €			CEIVM4M1012	3.354,15 €			CEIVM4M1014	3.508,21 €
9/9 3/4 cv 400º/2h	1200	2	CEIVM4M1280	3.168,55 €			CEIVM4M1210	3.259,52 €			CEIVM4M1212	3.505,43 €			CEIVM4M1214	3.663,15 €
9/9 3/4 cv 400º/2h	1500	3	CEIVM4M1580	3.363,13 €			CEIVM4M1510	3.498,83 €			CEIVM4M1512	3.769,92 €			CEIVM4M1514	3.963,80 €
9/9 3/4 cv 400º/2h	1700	3	CEIVM4M1780	3.500,30 €			CEIVM4M1710	3.572,75 €			CEIVM4M1712	3.954,38 €			CEIVM4M1714	4.152,33 €
9/9 3/4 cv 400º/2h	2000	4	CEIVM4M2080	3.707,49 €			CEIVM4M2010	3.901,54 €			CEIVM4M2012	4.182,20 €			CEIVM4M2014	4.414,69 €
9/9 3/4 cv 400º/2h	2200	4	CEIVM4M2280	3.816,47 €			CEIVM4M2210	4.005,32 €			CEIVM4M2212	4.304,14 €			CEIVM4M2214	4.527,88 €
9/9 3/4 cv 400º/2h	2400	4	CEIVM4M2480	4.381,81 €			CEIVM4M2410	4.568,07 €			CEIVM4M2412	4.922,72 €			CEIVM4M2414	5.171,62 €
9/9 3/4 cv 400º/2h	2500	5	CEIVM4M2580	4.029,11 €			CEIVM4M2510	4.230,37 €			CEIVM4M2512	4.563,72 €			CEIVM4M2514	4.795,55 €
9/9 3/4 cv 400º/2h	2700	5	CEIVM4M2780	4.576,39 €			CEIVM4M2710	4.807,38 €			CEIVM4M2712	5.187,22 €			CEIVM4M2714	5.472,26 €
9/9 3/4 cv 400º/2h	2900	5	CEIVM4M2980	4.713,56 €			CEIVM4M2910	4.881,30 €			CEIVM4M2912	5.371,68 €			CEIVM4M2914	5.660,80 €
9/9 3/4 cv 400º/2h	3000	6	CEIVM4M3080	4.770,97 €			CEIVM4M3010	5.046,68 €			CEIVM4M3012	5.451,71 €			CEIVM4M3014	5.772,91 €
2 x 9/9 3/4 cv 400º/2h	3200	6	CEIVM4M3280	6.688,82 €			CEIVM4M3210	6.901,28 €			CEIVM4M3212	7.416,85 €			CEIVM4M3214	7.742,13 €
2 x 9/9 3/4 cv 400º/2h	3400	6	CEIVM4M3480	6.825,99 €			CEIVM4M3410	6.975,20 €			CEIVM4M3412	7.601,31 €			CEIVM4M3414	7.930,66 €
2 x 9/9 3/4 cv 400º/2h	3500	7	CEIVM4M3580	6.896,00 €			CEIVM4M3510	7.230,07 €			CEIVM4M3512	7.644,67 €			CEIVM4M3514	8.004,48 €
2 x 9/9 3/4 cv 400º/2h	3600	6	CEIVM4M3680	7.375,75 €			CEIVM4M3610	7.657,30 €			CEIVM4M3612	8.120,70 €			CEIVM4M3614	8.460,77 €
2 x 9/9 3/4 cv 400º/2h	3700	7	CEIVM4M3780	7.033,17 €			CEIVM4M3710	7.303,99 €			CEIVM4M3712	7.829,13 €			CEIVM4M3714	8.193,02 €
2 x 9/9 3/4 cv 400º/2h	3900	7	CEIVM4M3980	7.142,16 €			CEIVM4M3910	7.407,78 €			CEIVM4M3912	7.951,07 €			CEIVM4M3914	8.306,21 €
2 x 9/9 3/4 cv 400º/2h	4000	8	CEIVM4M4080	7.240,36 €			CEIVM4M4010	7.632,78 €			CEIVM4M4012	8.056,95 €			CEIVM4M4014	8.455,37 €
																
CAMPANA PERIMETRAL BÁSICA  	ANCHO		FONDO 1400				FONDO 1800				FONDO 2200				FONDO 2500	
MOTOR		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO
	1200	4	CEPERBC1214	2.011,87 €			CEPERBC1218	2.065,89 €			CEPERBC1222	2.467,96 €			CEPERBC1225	2.594,50 €
	1500	6	CEPERBC1514	2.329,18 €			CEPERBC1518	2.454,76 €			CEPERBC1522	2.897,14 €			CEPERBC1525	3.043,30 €
	1700	6	CEPERBC1714	2.509,19 €			CEPERBC1718	2.533,56 €			CEPERBC1722	3.152,80 €			CEPERBC1725	3.319,17 €
	2000	8	CEPERBC2014	2.826,30 €			CEPERBC2018	3.045,24 €			CEPERBC2022	3.502,93 €			CEPERBC2025	3.732,06 €
	2200	8	CEPERBC2214	2.930,19 €			CEPERBC2218	3.140,81 €			CEPERBC2222	3.627,54 €			CEPERBC2225	3.827,74 €
	2400	8	CEPERBC2414	3.656,44 €			CEPERBC2418	3.858,07 €			CEPERBC2422	4.408,98 €			CEPERBC2425	4.648,07 €
	2500	10	CEPERBC2514	3.272,66 €			CEPERBC2518	3.503,13 €			CEPERBC2522	4.045,12 €			CEPERBC2525	4.300,63 €
	2700	10	CEPERBC2714	3.973,75 €			CEPERBC2718	4.246,94 €			CEPERBC2722	4.838,15 €			CEPERBC2725	5.096,87 €
	2900	10	CEPERBC2914	4.153,75 €			CEPERBC2918	4.325,75 €			CEPERBC2922	5.093,82 €			CEPERBC2925	5.372,74 €
	3000	12	CEPERBC3014	4.291,06 €			CEPERBC3018	4.635,81 €			CEPERBC3022	5.267,33 €			CEPERBC3025	5.545,67 €
	3200	12	CEPERBC3214	4.471,06 €			CEPERBC3218	4.714,62 €			CEPERBC3222	5.523,00 €			CEPERBC3225	5.821,54 €
	3400	12	CEPERBC3414	4.651,06 €			CEPERBC3418	4.793,42 €			CEPERBC3422	5.778,66 €			CEPERBC3425	6.097,41 €
	3500	14	CEPERBC3514	4.788,17 €			CEPERBC3518	5.226,29 €			CEPERBC3522	5.873,12 €			CEPERBC3525	6.234,43 €
	3600	12	CEPERBC3614	5.301,00 €			CEPERBC3618	5.650,25 €			CEPERBC3622	6.349,99 €			CEPERBC3625	6.701,64 €
	3700	14	CEPERBC3714	4.968,17 €			CEPERBC3718	5.305,10 €			CEPERBC3722	6.128,79 €			CEPERBC3725	6.510,30 €
	3900	14	CEPERBC3914	5.072,06 €			CEPERBC3918	5.400,67 €			CEPERBC3922	6.253,40 €			CEPERBC3925	6.605,97 €
	4000	16	CEPERBC4014	5.285,28 €			CEPERBC4018	5.816,77 €			CEPERBC4022	6.478,91 €			CEPERBC4025	6.923,19 €
	4200	16	CEPERBC4214	5.389,17 €			CEPERBC4218	5.912,34 €			CEPERBC4222	6.603,52 €			CEPERBC4225	7.018,86 €
	4400	16	CEPERBC4414	5.493,06 €			CEPERBC4418	6.007,91 €			CEPERBC4422	6.728,13 €			CEPERBC4425	7.114,54 €
	4500	18	CEPERBC4514	5.731,64 €			CEPERBC4518	6.274,66 €			CEPERBC4522	7.021,10 €			CEPERBC4525	7.491,75 €
	4600	16	CEPERBC4614	6.295,63 €			CEPERBC4618	6.585,61 €			CEPERBC4622	7.719,68 €			CEPERBC4625	8.150,98 €
	4700	18	CEPERBC4714	5.835,53 €			CEPERBC4718	6.370,23 €			CEPERBC4722	7.145,71 €			CEPERBC4725	7.587,43 €
	4900	18	CEPERBC4914	6.612,94 €			CEPERBC4918	6.974,48 €			CEPERBC4922	8.148,86 €			CEPERBC4925	8.599,78 €
	5000	20	CEPERBC5014	6.178,00 €			CEPERBC5018	6.732,55 €			CEPERBC5022	7.563,30 €			CEPERBC5025	8.060,32 €
	5100	18	CEPERBC5114	6.792,94 €			CEPERBC5118	7.053,28 €			CEPERBC5122	8.404,52 €			CEPERBC5125	8.875,65 €
	5200	20	CEPERBC5214	6.929,84 €			CEPERBC5218	7.608,96 €			CEPERBC5222	8.419,93 €			CEPERBC5225	8.976,76 €
	5400	20	CEPERBC5414	7.110,05 €			CEPERBC5418	7.564,96 €			CEPERBC5422	8.754,65 €			CEPERBC5425	9.288,54 €
	5500	22	CEPERBC5514	7.247,15 €			CEPERBC5518	7.997,83 €			CEPERBC5522	8.849,10 €			CEPERBC5525	9.425,56 €
	5600	20	CEPERBC5614	7.213,94 €			CEPERBC5618	7.660,53 €			CEPERBC5622	8.879,26 €			CEPERBC5625	9.384,21 €
	5700	22	CEPERBC5714	7.427,16 €			CEPERBC5718	8.076,63 €			CEPERBC5722	9.104,77 €			CEPERBC5725	9.701,43 €
	5900	22	CEPERBC5914	7.454,93 €			CEPERBC5918	8.188,97 €			CEPERBC5922	9.098,32 €			CEPERBC5925	9.616,90 €
	6000	24	CEPERBC6014	7.744,26 €			CEPERBC6018	8.588,31 €			CEPERBC6022	9.454,90 €			CEPERBC6025	10.114,32 €
																
CAMPANA PERIMETRAL INTEGRAL 	ANCHO		FONDO 1400				FONDO 1800				FONDO 2200				FONDO 2500	
		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO
	1200	4	CEPERIC1214	2.272,79 €			CEPERIC1218	2.326,81 €			CEPERIC1222	2.728,88 €			CEPERIC1225	2.855,42 €
	1500	6	CEPERIC1514	2.666,36 €			CEPERIC1518	2.791,93 €			CEPERIC1522	3.234,31 €			CEPERIC1525	3.380,48 €
	1700	6	CEPERIC1714	2.871,92 €			CEPERIC1718	2.896,30 €			CEPERIC1722	3.515,54 €			CEPERIC1725	3.681,91 €
	2000	8	CEPERIC2014	3.282,62 €			CEPERIC2018	3.501,56 €			CEPERIC2022	3.959,25 €			CEPERIC2025	4.188,39 €
	2200	8	CEPERIC2214	3.386,91 €			CEPERIC2218	3.597,53 €			CEPERIC2222	4.084,26 €			CEPERIC2225	4.284,46 €
	2400	8	CEPERIC2414	4.178,28 €			CEPERIC2418	4.379,91 €			CEPERIC2422	4.930,82 €			CEPERIC2425	5.169,91 €
	2500	10	CEPERIC2514	3.811,57 €			CEPERIC2518	4.042,04 €			CEPERIC2522	4.584,03 €			CEPERIC2525	4.839,54 €
	2700	10	CEPERIC2714	4.571,84 €			CEPERIC2718	4.845,03 €			CEPERIC2722	5.436,24 €			CEPERIC2725	5.694,96 €
	2900	10	CEPERIC2914	4.777,41 €			CEPERIC2918	4.949,40 €			CEPERIC2922	5.717,48 €			CEPERIC2925	5.996,40 €
	3000	12	CEPERIC3014	4.965,40 €			CEPERIC3018	5.310,16 €			CEPERIC3022	5.941,67 €			CEPERIC3025	6.220,02 €
	3200	12	CEPERIC3214	5.170,97 €			CEPERIC3218	5.414,53 €			CEPERIC3222	6.222,90 €			CEPERIC3225	6.521,45 €
	3400	12	CEPERIC3414	5.376,54 €			CEPERIC3418	5.518,89 €			CEPERIC3422	6.504,14 €			CEPERIC3425	6.822,88 €
	3500	14	CEPERIC3514	5.581,66 €			CEPERIC3518	6.019,79 €			CEPERIC3522	6.666,62 €			CEPERIC3525	7.027,93 €
	3600	12	CEPERIC3614	6.083,76 €			CEPERIC3618	6.433,01 €			CEPERIC3622	7.132,75 €			CEPERIC3625	7.484,40 €
	3700	14	CEPERIC3714	5.787,23 €			CEPERIC3718	6.124,16 €			CEPERIC3722	6.947,85 €			CEPERIC3725	7.329,36 €
	3900	14	CEPERIC3914	5.891,52 €			CEPERIC3918	6.220,12 €			CEPERIC3922	7.072,85 €			CEPERIC3925	7.425,43 €
	4000	16	CEPERIC4014	6.197,93 €			CEPERIC4018	6.729,42 €			CEPERIC4022	7.391,56 €			CEPERIC4025	7.835,84 €
	4200	16	CEPERIC4214	6.302,21 €			CEPERIC4218	6.825,39 €			CEPERIC4222	7.516,56 €			CEPERIC4225	7.931,91 €
	4400	16	CEPERIC4414	6.406,50 €			CEPERIC4418	6.921,35 €			CEPERIC4422	7.641,57 €			CEPERIC4425	8.027,98 €
	4500	18	CEPERIC4514	6.726,88 €			CEPERIC4518	7.269,90 €			CEPERIC4522	8.016,34 €			CEPERIC4525	8.486,99 €
	4600	16	CEPERIC4614	7.282,02 €			CEPERIC4618	7.572,00 €			CEPERIC4622	8.706,07 €			CEPERIC4625	9.137,37 €
	4700	18	CEPERIC4714	6.831,16 €			CEPERIC4718	7.365,86 €			CEPERIC4722	8.141,34 €			CEPERIC4725	8.583,06 €
	4900	18	CEPERIC4914	7.675,58 €			CEPERIC4918	8.037,12 €			CEPERIC4922	9.211,50 €			CEPERIC4925	9.662,42 €
	5000	20	CEPERIC5014	7.255,82 €			CEPERIC5018	7.810,37 €			CEPERIC5022	8.641,12 €			CEPERIC5025	9.138,14 €
	5100	18	CEPERIC5114	7.881,15 €			CEPERIC5118	8.141,49 €			CEPERIC5122	9.492,73 €			CEPERIC5125	9.963,86 €
	5200	20	CEPERIC5214	8.103,41 €			CEPERIC5218	8.782,53 €			CEPERIC5222	9.593,50 €			CEPERIC5225	10.150,32 €
	5400	20	CEPERIC5414	8.291,84 €			CEPERIC5418	8.746,75 €			CEPERIC5422	9.936,44 €			CEPERIC5425	10.470,33 €
	5500	22	CEPERIC5514	8.496,97 €			CEPERIC5518	9.247,65 €			CEPERIC5522	10.098,92 €			CEPERIC5525	10.675,38 €
	5600	20	CEPERIC5614	8.396,13 €			CEPERIC5618	8.842,72 €			CEPERIC5622	10.061,45 €			CEPERIC5625	10.566,40 €
	5700	22	CEPERIC5714	8.702,54 €			CEPERIC5718	9.352,02 €			CEPERIC5722	10.380,16 €			CEPERIC5725	10.976,81 €
	5900	22	CEPERIC5914	8.705,55 €			CEPERIC5918	9.439,58 €			CEPERIC5922	10.348,93 €			CEPERIC5925	10.867,52 €
	6000	24	CEPERIC6014	9.113,24 €			CEPERIC6018	9.957,28 €			CEPERIC6022	10.823,87 €			CEPERIC6025	11.483,29 €
																
CAMPANA PERIMETRAL COMPENSADA 	ANCHO		FONDO 1400				FONDO 1800				FONDO 2200				FONDO 2500	
		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO
	1200	4	CEPERCC1214	3.306,75 €			CEPERCC1218	3.380,40 €			CEPERCC1222	3.928,68 €			CEPERCC1225	4.101,24 €
	1500	6	CEPERCC1514	3.864,30 €			CEPERCC1518	4.035,54 €			CEPERCC1522	4.638,78 €			CEPERCC1525	4.838,10 €
	1700	6	CEPERCC1714	4.224,37 €			CEPERCC1718	4.257,61 €			CEPERCC1722	5.102,03 €			CEPERCC1725	5.328,90 €
	2000	8	CEPERCC2014	4.792,50 €			CEPERCC2018	5.091,06 €			CEPERCC2022	5.715,18 €			CEPERCC2025	6.027,64 €
	2200	8	CEPERCC2214	4.884,91 €			CEPERCC2218	5.172,12 €			CEPERCC2222	5.835,84 €			CEPERCC2225	6.108,84 €
	2400	8	CEPERCC2414	6.112,61 €			CEPERCC2418	6.387,57 €			CEPERCC2422	7.138,80 €			CEPERCC2425	7.464,84 €
	2500	10	CEPERCC2514	5.504,91 €			CEPERCC2518	5.819,19 €			CEPERCC2522	6.558,27 €			CEPERCC2525	6.906,69 €
	2700	10	CEPERCC2714	6.670,17 €			CEPERCC2718	7.042,71 €			CEPERCC2722	7.848,90 €			CEPERCC2725	8.201,70 €
	2900	10	CEPERCC2914	7.030,23 €			CEPERCC2918	7.264,78 €			CEPERCC2922	8.312,15 €			CEPERCC2925	8.692,50 €
	3000	12	CEPERCC3014	7.227,72 €			CEPERCC3018	7.697,85 €			CEPERCC3022	8.559,00 €			CEPERCC3025	8.938,56 €
	3200	12	CEPERCC3214	7.587,79 €			CEPERCC3218	7.919,92 €			CEPERCC3222	9.022,25 €			CEPERCC3225	9.429,36 €
	3400	12	CEPERCC3414	7.947,86 €			CEPERCC3418	8.141,98 €			CEPERCC3422	9.485,50 €			CEPERCC3425	9.920,15 €
	3500	14	CEPERCC3514	8.155,92 €			CEPERCC3518	8.753,37 €			CEPERCC3522	9.635,40 €			CEPERCC3525	10.128,10 €
	3600	12	CEPERCC3614	8.918,48 €			CEPERCC3618	9.394,73 €			CEPERCC3622	10.348,92 €			CEPERCC3625	10.828,44 €
	3700	14	CEPERCC3714	8.515,99 €			CEPERCC3718	8.975,44 €			CEPERCC3722	10.098,65 €			CEPERCC3725	10.618,89 €
	3900	14	CEPERCC3914	8.608,40 €			CEPERCC3918	9.056,50 €			CEPERCC3922	10.219,31 €			CEPERCC3925	10.700,10 €
	4000	16	CEPERCC4014	9.084,12 €			CEPERCC4018	9.808,89 €			CEPERCC4022	10.711,80 €			CEPERCC4025	11.317,63 €
	4200	16	CEPERCC4214	9.176,53 €			CEPERCC4218	9.889,95 €			CEPERCC4222	10.832,46 €			CEPERCC4225	11.398,84 €
	4400	16	CEPERCC4414	9.268,94 €			CEPERCC4418	9.971,01 €			CEPERCC4422	10.953,12 €			CEPERCC4425	11.480,04 €
	4500	18	CEPERCC4514	9.796,53 €			CEPERCC4518	10.537,02 €			CEPERCC4522	11.554,89 €			CEPERCC4525	12.196,69 €
	4600	16	CEPERCC4614	10.753,72 €			CEPERCC4618	11.149,15 €			CEPERCC4622	12.695,62 €			CEPERCC4625	13.283,75 €
	4700	18	CEPERCC4714	9.888,94 €			CEPERCC4718	10.618,08 €			CEPERCC4722	11.675,55 €			CEPERCC4725	12.277,89 €
	4900	18	CEPERCC4914	11.311,28 €			CEPERCC4918	11.804,29 €			CEPERCC4922	13.405,72 €			CEPERCC4925	14.020,61 €
	5000	20	CEPERCC5014	10.508,95 €			CEPERCC5018	11.265,15 €			CEPERCC5022	12.397,99 €			CEPERCC5025	13.075,75 €
	5100	18	CEPERCC5114	11.671,35 €			CEPERCC5118	12.026,36 €			CEPERCC5122	13.868,96 €			CEPERCC5125	14.511,41 €
	5200	20	CEPERCC5214	11.889,99 €			CEPERCC5218	12.816,05 €			CEPERCC5222	13.921,92 €			CEPERCC5225	14.681,23 €
	5400	20	CEPERCC5414	12.239,48 €			CEPERCC5418	12.859,81 €			CEPERCC5422	14.482,12 €			CEPERCC5425	15.210,15 €
	5500	22	CEPERCC5514	12.447,54 €			CEPERCC5518	13.471,19 €			CEPERCC5522	14.632,02 €			CEPERCC5525	15.418,09 €
	5600	20	CEPERCC5614	12.331,89 €			CEPERCC5618	12.940,87 €			CEPERCC5622	14.602,78 €			CEPERCC5625	15.291,35 €
	5700	22	CEPERCC5714	12.807,61 €			CEPERCC5718	13.693,26 €			CEPERCC5722	15.095,27 €			CEPERCC5725	15.908,89 €
	5900	22	CEPERCC5914	12.632,36 €			CEPERCC5918	13.633,31 €			CEPERCC5922	14.873,34 €			CEPERCC5925	15.580,50 €
	6000	24	CEPERCC6014	13.375,74 €			CEPERCC6018	14.526,71 €			CEPERCC6022	15.708,42 €			CEPERCC6025	16.607,63 €
																
CAMPANA DE VAHOS	ANCHO		FONDO 800				FONDO 1000				FONDO 1200				FONDO 1400	
		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO
	1000		CEVH1080	831,30 €			CEVH1010	886,10 €			CEVH1012	1.074,40 €			CEVH1014	1.198,48 €
	1200		CEVH1280	924,92 €			CEVH1210	989,84 €			CEVH1212	1.187,14 €			CEVH1214	1.322,48 €
	1500		CEVH1580	1.088,78 €			CEVH1510	1.168,90 €			CEVH1512	1.379,70 €			CEVH1514	1.531,92 €
	1700		CEVH1780	1.193,10 €			CEVH1710	1.283,34 €			CEVH1712	1.503,14 €			CEVH1714	1.666,62 €
	2000		CEVH2080	1.344,66 €			CEVH2010	1.450,10 €			CEVH2012	1.683,40 €			CEVH2014	1.863,76 €
	2200		CEVH2280	1.441,88 €			CEVH2210	1.557,44 €			CEVH2212	1.799,74 €			CEVH2214	1.991,36 €
	2400		CEVH2480	1.581,39 €			CEVH2410	1.707,08 €			CEVH2412	1.958,38 €			CEVH2414	2.161,25 €
	2500		CEVH2580	1.586,64 €			CEVH2510	1.717,40 €			CEVH2512	1.973,20 €			CEVH2514	2.181,70 €
	2700		CEVH2780	1.745,26 €			CEVH2710	1.886,14 €			CEVH2712	2.150,94 €			CEVH2714	2.370,70 €
	2900		CEVH2980	1.849,57 €			CEVH2910	2.000,58 €			CEVH2912	2.274,38 €			CEVH2914	2.505,39 €
	3000		CEVH3080	1.909,12 €			CEVH3010	2.065,20 €			CEVH3012	2.343,50 €			CEVH3014	2.580,14 €
	3200		CEVH3280	2.013,44 €			CEVH3210	2.179,64 €			CEVH3212	2.466,94 €			CEVH3214	2.714,84 €
	3400		CEVH3480	2.117,75 €			CEVH3410	2.294,08 €			CEVH3412	2.590,38 €			CEVH3414	2.849,53 €
	3500		CEVH3580	2.165,00 €			CEVH3510	2.346,40 €			CEVH3512	2.647,20 €			CEVH3514	2.911,98 €
	3600		CEVH3680	2.237,86 €			CEVH3610	2.424,32 €			CEVH3612	2.729,62 €			CEVH3614	3.000,03 €
	3700		CEVH3780	2.269,32 €			CEVH3710	2.460,84 €			CEVH3712	2.770,64 €			CEVH3714	3.046,68 €
	3900		CEVH3980	2.366,53 €			CEVH3910	2.568,18 €			CEVH3912	2.886,98 €			CEVH3914	3.174,27 €
	4000		CEVH4080	2.420,88 €			CEVH4010	2.627,60 €			CEVH4012	2.950,90 €			CEVH4014	3.243,82 €
	4200		CEVH4280	2.518,10 €			CEVH4210	2.734,94 €			CEVH4212	3.067,24 €			CEVH4214	3.371,42 €
	4400		CEVH4480	2.615,31 €			CEVH4410	2.842,28 €			CEVH4412	3.183,58 €			CEVH4414	3.499,01 €
	4500		CEVH4580	2.662,86 €			CEVH4510	2.894,90 €			CEVH4512	3.240,70 €			CEVH4514	3.561,76 €
	4600		CEVH4680	2.774,22 €			CEVH4610	3.011,32 €			CEVH4612	3.361,62 €			CEVH4614	3.688,31 €
	4700		CEVH4780	2.760,08 €			CEVH4710	3.002,24 €			CEVH4712	3.357,04 €			CEVH4714	3.689,36 €
	4900		CEVH4980	2.938,09 €			CEVH4910	3.190,38 €			CEVH4912	3.554,18 €			CEVH4914	3.897,75 €
	5000		CEVH5080	2.904,84 €			CEVH5010	3.162,20 €			CEVH5012	3.530,50 €			CEVH5014	3.879,70 €
	5100		CEVH5180	3.042,40 €			CEVH5110	3.304,82 €			CEVH5112	3.677,62 €			CEVH5114	4.032,45 €
	5200		CEVH5280	3.077,36 €			CEVH5210	3.344,84 €			CEVH5212	3.722,14 €			CEVH5214	4.082,60 €
	5400		CEVH5480	3.193,97 €			CEVH5410	3.471,58 €			CEVH5412	3.857,88 €			CEVH5414	4.229,59 €
	5500		CEVH5580	3.241,22 €			CEVH5510	3.523,90 €			CEVH5512	3.914,70 €			CEVH5514	4.292,04 €
	5600		CEVH5680	3.291,18 €			CEVH5610	3.578,92 €			CEVH5612	3.974,22 €			CEVH5614	4.357,19 €
	5700		CEVH5780	3.345,54 €			CEVH5710	3.638,34 €			CEVH5712	4.038,14 €			CEVH5714	4.426,74 €
	5900		CEVH5980	3.435,65 €			CEVH5910	3.738,58 €			CEVH5912	4.147,38 €			CEVH5914	4.547,23 €
	6000		CEVH6080	3.497,10 €			CEVH6010	3.805,10 €			CEVH6012	4.218,40 €			CEVH6014	4.623,88 €
																
CAMPANA LOW BÁSICA MURAL	ANCHO		FONDO 800				FONDO 1000				FONDO 1200				FONDO 1400	
		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO
	1000	2	CELWBM1080	856,00 €			CELWBM1010	930,57 €			CELWBM1012	1.020,67 €			CELWBM1014	1.185,28 €
	1200	2	CELWBM1280	946,22 €			CELWBM1210	1.031,32 €			CELWBM1212	1.128,94 €			CELWBM1214	1.297,20 €
	1500	3	CELWBM1580	1.083,30 €			CELWBM1510	1.189,20 €			CELWBM1512	1.309,49 €			CELWBM1514	1.508,98 €
	1700	3	CELWBM1780	1.160,94 €			CELWBM1710	1.287,40 €			CELWBM1712	1.410,44 €			CELWBM1714	1.608,47 €
	2000	4	CELWBM2080	1.333,54 €			CELWBM2010	1.452,56 €			CELWBM2012	1.578,61 €			CELWBM2014	1.786,80 €
	2200	4	CELWBM2280	1.411,39 €			CELWBM2210	1.531,80 €			CELWBM2212	1.674,06 €			CELWBM2214	1.894,45 €
	2400	4	CELWBM2480	1.762,01 €			CELWBM2410	1.921,04 €			CELWBM2412	2.093,10 €			CELWBM2414	2.333,88 €
	2500	5	CELWBM2580	1.557,50 €			CELWBM2510	1.717,18 €			CELWBM2512	1.847,74 €			CELWBM2514	2.064,16 €
	2700	5	CELWBM2780	1.906,83 €			CELWBM2710	2.087,86 €			CELWBM2712	2.287,11 €			CELWBM2714	2.579,95 €
	2900	5	CELWBM2980	1.988,04 €			CELWBM2910	2.192,39 €			CELWBM2912	2.397,95 €			CELWBM2914	2.683,09 €
	3000	6	CELWBM3080	2.036,17 €			CELWBM3010	2.236,81 €			CELWBM3012	2.454,21 €			CELWBM3014	2.757,45 €
	3200	6	CELWBM3280	2.117,38 €			CELWBM3210	2.341,34 €			CELWBM3212	2.565,05 €			CELWBM3214	2.860,59 €
